user_id_1,user_id_2,since_date,closeness,interactions
U00385,U01168,2023-11-13,0.49,199
U01168,U01456,2024-12-11,0.56,88
U01168,U01311,2024-12-08,0.17,113
U01168,U01193,2023-06-02,0.71,43
U01059,U01169,2024-06-27,0.33,127
U01160,U01169,2024-09-09,0.22,48
U00865,U01169,2024-10-09,0.58,186
U01169,U02108,2023-11-12,0.3,184
U01076,U01170,2023-11-23,0.58,173
U01170,U01827,2024-09-03,0.31,99
U01170,U02150,2024-05-09,0.37,190
U00352,U01170,2024-06-02,0.79,125
U01170,U01895,2025-03-20,0.86,124
U01170,U01588,2025-01-15,0.21,142
U00858,U01170,2023-12-27,0.78,20
U01170,U01443,2023-11-05,0.69,24
U00807,U01171,2024-10-28,0.29,2
U01148,U01171,2025-05-26,0.22,63
U01171,U01789,2025-03-16,0.54,184
U00273,U01172,2024-09-10,0.21,49
U01172,U01632,2023-07-26,0.45,130
U01172,U01836,2025-08-16,0.62,57
U00951,U01172,2023-05-09,0.12,47
U01172,U01635,2026-02-05,0.9,52
U01079,U01173,2023-10-11,0.3,118
U01173,U02047,2026-01-03,0.18,165
U01173,U01267,2026-04-28,0.87,65
U01173,U01400,2024-07-10,0.41,172
U00015,U01173,2023-11-25,0.82,20
U01173,U01338,2024-01-22,0.64,80
U01173,U01724,2025-12-25,0.14,158
U00826,U01173,2025-09-08,0.11,25
U00774,U01174,2025-07-08,0.89,194
U01174,U01413,2023-11-20,0.55,41
U01174,U02045,2024-11-15,0.22,118
U01174,U01284,2024-04-29,0.28,162
U00901,U01174,2025-10-22,0.73,22
U01174,U02013,2023-09-01,0.79,145
U01029,U01175,2023-08-21,0.57,151
U00728,U01175,2026-02-19,0.77,35
U00085,U01175,2023-09-06,0.29,159
U00690,U01176,2023-11-01,0.91,30
U01176,U01187,2024-01-12,0.63,12
U01176,U01827,2024-07-27,0.16,51
U01176,U01963,2024-07-03,0.29,48
U01176,U01623,2025-04-01,0.35,124
U00196,U01176,2026-02-06,0.92,1
U01177,U01757,2025-07-28,0.94,176
U01044,U01177,2023-12-29,0.18,89
U01177,U02177,2025-09-26,0.73,89
U00890,U01177,2023-12-25,0.96,90
U00565,U01177,2025-11-03,0.51,198
U01177,U01195,2025-12-26,0.65,155
U00954,U01177,2023-05-09,0.57,175
U00904,U01177,2023-06-16,0.41,45
U00215,U01178,2023-07-19,0.56,64
U01178,U02045,2025-12-23,0.18,128
U01178,U01259,2023-09-20,0.32,67
U01178,U01472,2023-10-13,0.81,128
U01177,U01178,2025-05-14,0.4,124
U00798,U01178,2025-10-14,0.35,48
U00747,U01178,2025-04-09,0.71,184
U01178,U02005,2025-02-18,0.64,147
U00681,U01179,2026-01-16,0.23,51
U00650,U01179,2024-08-05,0.48,28
U01096,U01179,2025-05-06,0.24,69
U00448,U01179,2026-04-28,0.45,66
U00032,U01180,2024-10-31,0.11,16
U01180,U02123,2025-08-01,0.76,53
U01145,U01180,2025-04-25,0.25,155
U00095,U01180,2025-01-18,0.36,137
U01180,U01291,2023-07-31,0.78,22
U01181,U01619,2024-03-15,0.12,37
U00127,U01181,2026-04-13,0.56,55
U00469,U01181,2023-10-30,0.62,96
U01101,U01181,2023-07-31,0.4,86
U01181,U01892,2024-07-04,0.16,147
U01182,U01533,2023-05-10,0.83,118
U00545,U01182,2024-10-06,0.8,136
U01182,U01909,2023-05-25,0.94,113
U01183,U01915,2023-10-31,0.22,170
U01183,U01675,2025-07-03,0.82,185
U01183,U02147,2025-04-08,0.15,122
U00511,U01183,2023-05-03,0.32,144
U01183,U01539,2024-08-09,0.88,87
U00240,U01183,2025-11-30,0.17,50
U01183,U01541,2024-01-03,0.32,88
U00581,U01183,2025-04-01,0.32,25
U01064,U01184,2026-03-12,0.27,120
U00795,U01184,2025-01-08,0.76,159
U00161,U01184,2025-07-12,0.59,39
U01184,U02143,2024-07-10,0.53,110
U01184,U02103,2024-08-30,0.46,147
U01121,U01185,2024-11-19,0.46,34
U01185,U01500,2024-02-16,0.33,190
U00033,U01185,2024-10-09,0.97,21
U01017,U01185,2026-03-08,0.73,43
U01076,U01185,2025-03-17,0.23,191
U00549,U01185,2025-03-15,0.29,124
U01185,U01842,2024-01-03,0.17,162
U00505,U01186,2026-05-02,0.65,171
U01186,U01503,2023-06-06,0.67,103
U00862,U01187,2023-07-01,0.2,111
U00376,U01187,2026-01-16,0.97,151
U01187,U01820,2023-08-30,0.17,58
U01005,U01187,2026-01-14,0.95,139
U01187,U01288,2024-09-09,0.67,150
U01187,U01521,2025-05-16,0.41,100
U00928,U01188,2024-04-01,0.98,191
U01188,U01372,2025-02-10,0.22,160
U00089,U01188,2024-03-15,0.92,108
U00316,U01188,2024-12-19,0.41,114
U01188,U02110,2025-01-30,0.28,22
U01189,U01830,2025-05-11,0.8,183
U00759,U01189,2026-02-20,0.12,174
U01189,U02170,2023-11-26,0.63,159
U01189,U01639,2024-12-29,0.58,58
U01189,U01902,2023-07-04,0.67,16
U01189,U02027,2023-09-01,0.71,51
U01070,U01190,2024-06-24,0.94,76
U00055,U01190,2025-06-24,0.98,178
U00641,U01190,2025-09-30,0.26,70
U01191,U02168,2024-10-26,0.79,131
U00754,U01191,2024-08-01,0.51,51
U01034,U01191,2025-11-07,0.36,118
U01191,U02157,2025-05-14,0.43,72
U00670,U01191,2024-02-15,0.16,36
U01191,U01357,2024-02-07,0.95,18
U00940,U01191,2023-05-17,0.62,58
U01191,U01534,2025-08-02,0.87,9
U00067,U01192,2023-07-21,0.97,124
U00638,U01192,2024-05-09,0.42,19
U00337,U01192,2024-03-20,0.19,52
U00991,U01192,2025-12-27,0.71,46
U00364,U01193,2024-01-30,0.96,17
U00018,U01193,2024-01-02,0.94,185
U01193,U01769,2026-01-13,0.55,123
U01193,U01487,2024-10-29,0.79,51
U01193,U01213,2024-03-27,0.78,133
U01194,U01370,2023-08-12,0.53,112
U00789,U01194,2024-01-07,0.96,94
U01194,U01849,2024-03-01,0.21,135
U01075,U01194,2023-07-27,0.97,155
U00996,U01194,2025-07-25,0.41,94
U01194,U01353,2025-09-23,0.71,104
U00082,U01194,2023-05-26,0.65,171
U01194,U01311,2025-10-28,0.56,79
U01195,U02003,2025-11-10,0.21,133
U01172,U01195,2026-01-26,0.72,36
U00367,U01195,2025-03-13,0.96,114
U01195,U01253,2025-07-15,0.3,69
U00453,U01195,2025-08-21,0.8,31
U00304,U01195,2023-08-30,0.91,48
U00534,U01195,2024-02-25,0.2,143
U01195,U02195,2023-06-27,0.3,56
U01196,U01316,2023-09-10,0.85,100
U01196,U01576,2025-02-18,0.66,50
U00123,U01196,2026-03-08,0.54,171
U00060,U01196,2023-05-20,0.22,134
U00977,U01197,2024-01-30,0.11,113
U01197,U01788,2023-09-15,0.68,48
U00126,U01197,2025-08-16,0.64,123
U01000,U01197,2023-11-04,0.96,177
U00638,U01197,2023-10-02,0.68,174
U01019,U01197,2025-07-22,0.53,166
U00012,U01197,2024-04-05,0.71,178
U00505,U01198,2025-10-28,0.21,25
U01198,U01209,2024-12-03,0.73,160
U01198,U01811,2023-06-22,0.43,26
U01198,U01890,2025-08-25,0.93,94
U01199,U01389,2023-08-01,0.81,60
U01199,U01515,2026-04-09,0.69,62
U00432,U01199,2025-02-17,0.52,20
U00780,U01199,2023-08-10,0.68,4
U01199,U01882,2024-10-16,0.19,49
U01200,U01866,2024-05-13,0.48,14
U01200,U01926,2024-05-14,0.37,66
U01200,U02094,2024-05-24,0.61,20
U00542,U01201,2024-07-20,0.24,155
U00997,U01201,2025-11-20,0.79,178
U00801,U01201,2024-01-21,0.71,78
U00075,U01201,2025-09-16,0.56,167
U01201,U01890,2025-08-08,0.39,93
U01038,U01201,2025-05-20,0.93,160
U01201,U01917,2025-04-08,0.79,112
U00660,U01201,2026-02-13,0.78,100
U01202,U01990,2025-11-22,0.49,116
U01202,U02082,2023-08-17,0.67,31
U01026,U01202,2023-12-23,0.15,54
U01184,U01202,2026-04-09,0.17,168
U00225,U01202,2025-04-13,0.81,75
U00643,U01203,2023-12-27,0.72,43
U00915,U01203,2023-05-20,0.35,32
U00566,U01203,2024-06-05,0.45,142
U01203,U02179,2024-04-12,0.73,143
U01203,U01489,2024-11-21,0.9,13
U01203,U01542,2025-05-27,0.11,108
U01204,U01322,2025-01-20,0.7,6
U01204,U02109,2023-05-22,0.13,196
U00096,U01204,2025-10-13,0.35,111
U01204,U02076,2026-03-30,0.3,127
U01030,U01205,2024-01-31,0.73,132
U01205,U01676,2023-08-13,0.28,97
U01205,U01968,2025-03-04,0.47,189
U01206,U01402,2023-06-12,0.4,185
U00486,U01206,2024-10-12,0.61,145
U00932,U01206,2023-07-22,0.58,29
U01024,U01206,2026-04-15,0.35,9
U01206,U01932,2023-07-16,0.21,192
U01206,U01646,2026-04-11,0.37,170
U01206,U01307,2023-12-17,0.19,102
U00531,U01207,2023-08-24,0.32,39
U00443,U01207,2024-09-11,0.16,4
U00134,U01207,2023-07-11,0.86,50
U00771,U01207,2026-02-02,0.28,64
U01207,U01380,2024-12-09,0.68,186
U01207,U02089,2025-06-03,0.1,31
U00815,U01207,2025-09-15,0.91,175
U00270,U01208,2025-02-04,0.66,79
U00694,U01208,2026-01-31,0.38,118
U01208,U01545,2025-04-19,0.54,183
U00226,U01209,2025-10-02,0.78,145
U00084,U01209,2026-01-19,0.35,187
U01209,U02024,2026-03-13,0.6,74
U01209,U01492,2025-05-30,0.67,151
U00057,U01209,2024-01-02,0.38,153
U00454,U01210,2025-12-31,0.82,98
U01210,U01963,2025-10-15,0.62,75
U00763,U01210,2024-09-18,0.99,74
U01210,U01936,2024-12-21,0.48,54
U00621,U01211,2024-01-24,0.54,17
U00327,U01211,2024-01-23,0.65,96
U00270,U01211,2024-01-07,0.18,157
U01187,U01211,2024-01-29,0.78,43
U00538,U01211,2024-02-23,0.34,20
U00119,U01211,2025-11-18,0.17,187
U00430,U01212,2023-07-25,0.6,24
U01212,U01713,2025-06-08,0.89,8
U01212,U01876,2024-05-26,0.88,76
U01212,U01770,2023-07-18,0.86,149
U01212,U01290,2025-11-13,0.39,144
U00792,U01212,2024-09-03,0.87,163
U01212,U02083,2024-12-16,0.36,182
U00439,U01213,2025-07-17,0.9,102
U01213,U01376,2026-02-28,0.31,139
U00664,U01213,2025-11-06,0.49,140
U01213,U01438,2024-11-02,0.4,102
U01213,U01567,2025-08-20,0.14,151
U01213,U01384,2025-12-24,0.3,62
U01214,U01410,2024-12-17,0.52,123
U00377,U01214,2024-12-25,0.34,166
U00049,U01214,2023-11-21,1.0,83
U01214,U01515,2025-09-17,0.32,1
U01214,U02118,2025-05-29,0.84,37
U00825,U01214,2024-12-14,0.57,64
U00536,U01214,2024-01-11,0.78,15
U00417,U01215,2024-07-05,0.71,198
U00422,U01215,2023-11-12,0.47,85
U01215,U01794,2023-08-01,0.34,195
U01193,U01216,2026-04-16,0.97,193
U01216,U01703,2024-10-26,0.15,118
U00475,U01216,2024-12-13,0.38,184
U00877,U01216,2025-09-07,0.18,88
U00583,U01216,2025-04-28,0.37,194
U01217,U01559,2024-10-08,0.47,33
U01217,U01274,2023-07-04,0.8,38
U01217,U01300,2024-06-02,0.23,176
U00613,U01217,2023-06-03,0.51,147
U01217,U02085,2025-08-18,0.95,29
U01217,U01455,2025-06-08,0.63,32
U01048,U01217,2025-07-24,0.12,40
U01217,U01242,2025-01-11,0.3,169
U01218,U02051,2024-09-16,0.41,44
U00367,U01218,2023-08-29,0.86,188
U01218,U01287,2024-10-08,0.92,11
U00570,U01218,2023-06-08,0.92,179
U00111,U01219,2023-09-20,0.77,24
U01113,U01219,2023-06-06,0.41,166
U01184,U01219,2025-12-28,0.89,137
U01219,U02056,2024-03-23,0.75,79
U01214,U01219,2026-04-04,0.31,177
U00436,U01219,2025-08-15,0.19,115
U01220,U01985,2024-11-24,0.75,15
U01220,U01271,2024-11-30,0.96,57
U01220,U01339,2026-01-03,0.76,91
U01220,U01870,2025-06-19,0.19,33
U01220,U01289,2023-06-14,0.66,189
U00956,U01220,2024-07-25,0.53,116
U01221,U02175,2025-04-01,0.98,86
U00223,U01221,2023-05-15,0.7,154
U00608,U01221,2025-03-16,0.71,96
U01221,U01784,2025-09-22,0.58,114
U00207,U01221,2025-03-12,0.59,44
U01221,U02035,2026-04-23,0.39,2
U01221,U01368,2025-10-08,0.14,68
U00077,U01222,2025-12-26,0.36,67
U00889,U01222,2024-08-22,0.71,13
U00179,U01222,2026-03-15,0.36,106
U01216,U01222,2025-09-27,0.93,37
U00523,U01222,2025-01-20,0.29,107
U01222,U01404,2025-08-10,0.67,158
U01223,U01231,2024-06-09,0.86,115
U00167,U01223,2024-04-15,0.34,167
U00164,U01223,2026-03-05,0.79,132
U00629,U01223,2024-09-09,0.84,155
U00114,U01223,2025-01-12,0.37,175
U01224,U01721,2023-05-17,0.64,153
U00479,U01224,2025-03-28,0.47,52
U00231,U01225,2026-01-15,0.37,93
U00725,U01225,2024-10-12,0.98,22
U00569,U01225,2025-06-19,0.35,134
U00975,U01225,2025-05-27,0.68,61
U00276,U01225,2023-07-24,0.85,171
U00442,U01225,2024-09-14,0.73,39
U00610,U01225,2023-06-24,0.9,22
U01226,U02122,2024-04-15,0.1,88
U01226,U01493,2026-03-04,0.24,147
U01226,U02026,2025-07-25,0.45,196
U01226,U01689,2026-02-12,0.5,173
U01227,U01778,2026-01-21,0.18,199
U00598,U01227,2025-10-18,0.48,73
U01186,U01227,2023-12-05,0.54,176
U01227,U01325,2026-04-23,0.9,56
U01227,U01479,2025-04-05,0.27,13
U01228,U01542,2024-01-29,0.9,162
U00468,U01228,2024-08-30,0.36,11
U01229,U01960,2025-08-28,0.94,169
U01229,U01659,2023-10-30,0.81,153
U00124,U01229,2025-07-01,0.59,39
U00803,U01230,2025-08-28,0.39,112
U01230,U02110,2025-03-04,0.78,40
U00923,U01230,2025-07-23,0.91,10
U01230,U02014,2025-02-25,0.92,125
U00937,U01231,2026-04-02,0.68,192
U00192,U01231,2025-11-20,0.37,115
U00531,U01231,2023-12-12,0.32,11
U01231,U02159,2023-05-15,0.46,72
U01231,U02014,2025-05-20,0.16,90
U01231,U01725,2024-02-13,0.5,135
U01231,U01867,2023-06-19,0.69,175
U00889,U01231,2023-08-04,0.72,122
U01232,U02166,2023-07-22,0.37,65
U01165,U01232,2023-12-10,0.33,16
U01232,U01303,2024-02-04,0.33,73
U01232,U01879,2023-05-07,0.76,80
U01232,U02043,2025-07-26,0.55,126
U00239,U01232,2025-01-19,0.56,157
U01233,U02000,2024-04-27,0.6,137
U01233,U01609,2025-10-29,0.52,186
U01233,U01663,2025-05-16,0.88,113
U00637,U01234,2024-05-20,0.44,146
U01234,U01669,2023-10-29,0.7,79
U00578,U01234,2024-05-19,0.71,125
U00819,U01234,2024-05-13,0.91,129
U00088,U01235,2024-05-28,0.23,19
U00158,U01235,2026-03-07,0.75,113
U00842,U01235,2025-05-12,0.15,32
U00515,U01235,2024-05-22,0.66,120
U01235,U01928,2024-06-14,0.24,161
U00830,U01235,2025-11-08,0.2,6
U01235,U01306,2023-08-15,0.18,56
U01187,U01236,2025-12-21,0.13,21
U01236,U01719,2023-12-20,0.94,135
U01236,U01396,2024-08-09,0.97,64
U01237,U02105,2026-04-25,0.44,46
U01237,U02112,2023-10-04,0.98,52
U00091,U01237,2024-07-04,0.9,39
U01237,U01412,2024-04-13,0.66,40
U01238,U01977,2025-10-16,0.75,57
U01238,U01510,2023-12-08,0.31,15
U00013,U01238,2023-12-09,0.95,115
U01238,U01716,2023-07-09,0.63,62
U01238,U01857,2023-08-02,0.3,130
U01238,U01856,2024-07-11,0.63,60
U01238,U02035,2025-07-08,0.13,110
U00679,U01238,2025-03-08,0.34,108
U01239,U01278,2025-07-14,0.52,153
U00444,U01239,2024-11-17,0.46,124
U01239,U01869,2025-06-11,0.94,87
U00704,U01239,2025-02-25,0.37,163
U01239,U02165,2023-11-13,0.5,123
U01240,U01995,2023-05-11,0.52,3
U00312,U01240,2024-11-05,0.71,81
U01017,U01240,2025-10-26,0.53,39
U00843,U01240,2024-04-18,0.28,22
U01240,U01777,2024-04-21,0.42,10
U00602,U01241,2023-06-13,0.89,86
U01241,U01670,2025-10-24,0.83,122
U00564,U01242,2023-09-11,0.33,6
U01242,U02116,2024-07-14,0.64,52
U01242,U01940,2024-03-20,0.44,135
U00606,U01242,2026-03-06,0.76,63
U00343,U01243,2025-01-04,0.27,91
U01243,U02105,2025-11-15,0.19,107
U00621,U01243,2024-05-16,0.14,82
U00776,U01244,2023-12-29,0.66,45
U01244,U02096,2025-02-20,0.75,36
U01244,U02175,2025-03-05,0.25,26
U01244,U01699,2024-06-10,0.73,192
U00685,U01244,2024-02-20,0.96,152
U01244,U01913,2024-05-12,0.84,44
U01245,U01451,2024-04-26,0.34,59
U01127,U01245,2026-03-24,0.69,1
U01245,U01776,2025-01-19,0.31,173
U01245,U01874,2023-09-11,0.87,97
U00945,U01245,2025-03-02,0.46,11
U01246,U01906,2026-04-15,0.96,83
U00542,U01246,2026-02-16,0.49,193
U01246,U01532,2026-03-29,0.63,164
U00346,U01246,2025-01-27,0.58,95
U01019,U01246,2025-09-22,0.85,79
U00298,U01246,2025-10-02,0.3,125
U00186,U01246,2023-12-23,0.37,145
U00413,U01247,2026-01-12,0.87,159
U01247,U01337,2026-01-05,0.48,44
U00393,U01247,2023-12-13,0.81,151
U01247,U01467,2023-12-19,0.3,38
U01247,U01989,2025-07-05,0.48,30
U01065,U01248,2025-10-28,0.92,182
U00589,U01248,2025-01-01,0.65,178
U01248,U01767,2025-04-07,0.35,26
U01085,U01248,2025-10-14,0.61,16
U01249,U01352,2025-03-17,0.11,102
U00583,U01249,2024-06-07,0.87,31
U01249,U01563,2025-11-11,0.39,164
U01045,U01249,2024-06-21,0.64,174
U01249,U01524,2023-08-26,0.57,59
U01249,U02137,2024-03-14,0.35,190
U00012,U01249,2025-01-16,0.77,48
U00844,U01250,2024-05-19,0.48,62
U00096,U01250,2025-01-29,0.62,84
U00181,U01250,2024-10-10,0.59,79
U01203,U01251,2024-08-07,0.36,61
U00597,U01251,2025-05-25,0.1,67
U00382,U01251,2025-02-03,0.37,191
U00698,U01251,2024-10-10,0.55,170
U00189,U01252,2026-03-21,0.69,143
U00551,U01252,2025-02-03,0.84,48
U01252,U01715,2024-12-16,0.97,185
U00865,U01252,2025-04-09,1.0,200
U00768,U01252,2026-02-19,0.74,196
U01252,U02082,2025-05-27,0.94,81
U01252,U02155,2024-08-19,0.97,31
U01191,U01252,2025-05-01,0.54,148
U01118,U01253,2024-03-12,0.52,195
U01253,U01913,2023-07-07,0.36,111
U01253,U02010,2025-02-03,0.18,126
U01253,U01881,2025-12-26,0.83,7
U01253,U01489,2024-02-22,0.43,42
U00910,U01254,2025-10-25,0.16,5
U01254,U01966,2023-11-09,0.17,11
U01254,U01590,2026-04-30,0.78,41
U01254,U01799,2023-09-15,0.68,168
U00196,U01254,2024-10-20,0.48,123
U01254,U02172,2024-08-31,0.71,48
U00699,U01254,2025-11-10,0.29,190
U01049,U01255,2025-07-16,0.77,19
U01255,U01693,2025-04-24,0.54,90
U01255,U02086,2024-09-08,0.66,145
U01255,U01282,2024-09-20,0.97,79
U00951,U01255,2025-03-15,0.28,100
U00066,U01255,2023-11-15,0.24,26
U00089,U01255,2024-12-05,0.61,18
U00173,U01256,2023-09-25,0.38,38
U00431,U01256,2025-10-07,0.71,114
U01257,U01324,2023-11-10,0.25,136
U00548,U01257,2023-09-02,0.45,77
U01257,U01869,2025-08-03,0.18,82
U00110,U01257,2025-09-17,0.67,72
U01257,U01876,2024-04-20,0.19,193
U00375,U01257,2025-03-05,0.36,161
U00207,U01257,2025-03-30,0.32,89
U00611,U01258,2025-10-30,0.38,100
U01064,U01258,2024-07-17,0.23,62
U01258,U01767,2023-09-04,0.61,26
U01259,U02183,2026-03-25,0.6,80
U01259,U01816,2025-03-01,0.57,92
U00053,U01259,2025-05-06,0.5,112
U00579,U01260,2025-05-22,0.26,33
U00231,U01260,2026-04-01,0.4,104
U01260,U01755,2025-12-04,0.72,5
U00382,U01260,2023-07-23,0.53,134
U01260,U02025,2023-09-05,0.7,90
U00043,U01260,2023-05-09,0.24,145
U00611,U01261,2025-08-16,0.2,102
U01261,U01449,2024-11-10,1.0,27
U01261,U01639,2023-06-07,0.65,50
U01109,U01261,2025-12-12,0.43,13
U00544,U01261,2026-03-02,0.32,67
U00247,U01261,2024-06-16,0.92,104
U00647,U01262,2023-09-20,0.5,152
U01262,U02200,2024-06-02,0.23,134
U00205,U01262,2026-02-23,0.81,94
U01155,U01262,2024-04-25,0.39,19
U01083,U01262,2025-10-31,0.44,29
U01262,U01833,2026-03-15,0.98,198
U01262,U01521,2023-05-30,0.85,9
U01003,U01263,2023-06-04,0.57,200
U00628,U01263,2024-12-05,0.17,59
U01263,U01934,2025-05-23,0.31,118
U00821,U01263,2025-10-26,0.55,151
U01263,U02144,2024-04-06,0.52,91
U01264,U02194,2025-05-19,0.56,168
U01026,U01264,2024-04-26,0.73,91
U01264,U01915,2025-01-08,0.71,153
U01264,U01637,2026-01-01,0.77,56
U00177,U01264,2025-12-09,0.53,89
U01265,U01785,2023-07-19,0.6,128
U01265,U02023,2025-02-20,0.85,33
U01265,U01378,2025-04-30,0.75,176
U01025,U01266,2025-07-03,0.17,46
U00014,U01266,2026-01-22,0.68,22
U00119,U01266,2024-07-25,0.92,78
U00078,U01266,2026-02-09,0.44,103
U00679,U01266,2025-03-20,0.82,30
U01266,U01853,2024-06-17,0.77,153
U00797,U01267,2024-11-24,0.84,97
U01267,U01421,2025-05-10,0.35,105
U01267,U02144,2024-11-26,0.95,3
U00050,U01267,2025-04-15,0.58,100
U01267,U01774,2024-03-27,0.96,22
U00081,U01267,2025-10-19,0.77,198
U01212,U01267,2024-02-28,0.9,57
U00485,U01267,2024-08-05,0.54,135
U01268,U01543,2024-07-27,0.47,54
U01268,U01373,2025-07-13,0.19,132
U01268,U01538,2023-08-22,0.51,145
U00712,U01268,2026-01-10,0.17,9
U00514,U01268,2023-09-23,0.55,5
U00688,U01268,2023-12-04,0.44,180
U00630,U01268,2024-10-12,0.53,59
U00475,U01269,2023-06-16,0.57,197
U01188,U01269,2025-12-25,0.59,9
U01270,U01663,2023-07-19,0.69,44
U00226,U01270,2023-10-13,0.19,111
U01270,U01448,2023-09-15,0.66,157
U00979,U01271,2024-03-01,0.91,95
U00416,U01271,2023-12-07,0.61,115
U00286,U01272,2023-06-01,0.46,128
U01272,U01576,2023-11-01,0.47,51
U01272,U01568,2023-07-13,0.84,165
U00960,U01272,2025-12-21,0.12,183
U01272,U01814,2025-03-29,0.75,158
U00592,U01272,2024-09-25,0.67,160
U00236,U01273,2024-02-29,0.77,160
U01051,U01273,2023-05-16,0.78,189
U01273,U01808,2026-03-30,0.11,83
U01273,U02096,2025-10-08,0.54,31
U01273,U01853,2025-06-30,0.61,175
U00390,U01273,2023-08-14,0.73,174
U01274,U01339,2025-10-05,0.52,78
U01274,U01685,2023-09-19,0.88,30
U01274,U01344,2025-05-10,0.55,16
U01042,U01274,2026-02-22,0.32,29
U01259,U01274,2024-03-22,0.38,159
U01274,U01335,2025-04-15,0.27,149
U00976,U01274,2024-01-05,0.59,96
U00297,U01274,2025-03-13,0.19,156
U00520,U01275,2025-08-15,0.75,70
U01131,U01275,2025-05-23,0.54,23
U01275,U02109,2025-05-18,0.48,158
U00146,U01275,2023-12-13,0.55,182
U00778,U01275,2024-01-26,0.65,134
U01275,U01486,2024-01-25,0.16,36
U01276,U01967,2025-07-14,0.93,81
U00998,U01276,2025-06-29,0.19,119
U01151,U01276,2023-08-24,0.51,68
U00347,U01276,2023-11-19,0.33,176
U00915,U01276,2025-07-04,0.59,98
U01276,U02059,2024-12-08,0.89,111
U01202,U01276,2024-10-17,0.58,57
U01276,U01354,2023-11-18,0.62,96
U01277,U01451,2024-04-06,0.93,70
U01277,U01798,2025-04-22,0.83,185
U00660,U01277,2025-06-23,0.78,146
U01277,U02197,2025-07-06,0.12,23
U01277,U01283,2025-07-16,0.65,46
U01278,U01527,2024-10-03,0.51,25
U00419,U01278,2024-04-05,0.16,157
U01278,U02013,2024-11-24,0.45,91
U01278,U01689,2023-09-15,0.48,64
U01226,U01278,2024-07-13,0.45,172
U01278,U01829,2026-03-29,0.16,74
U01278,U02190,2024-08-05,0.29,190
U01278,U02010,2025-09-28,0.92,49
U00966,U01279,2023-05-21,0.45,197
U01279,U01901,2026-03-10,0.82,54
U01279,U01367,2025-10-03,0.96,50
U01279,U02145,2025-10-19,0.84,94
U00260,U01279,2024-08-11,0.26,153
U01279,U01443,2024-04-07,0.85,43
U01120,U01279,2023-07-06,0.43,38
U01280,U01539,2023-07-17,0.97,119
U01280,U01499,2026-03-17,0.13,179
U01218,U01280,2024-12-22,0.86,170
U00257,U01280,2025-02-06,0.16,78
U00732,U01280,2025-06-27,0.31,51
U00778,U01281,2025-07-31,0.42,29
U01281,U01387,2023-09-02,0.95,88
U01281,U02156,2024-04-28,0.78,117
U01244,U01281,2025-04-21,0.9,175
U00562,U01281,2023-10-31,0.36,79
U00327,U01281,2024-02-29,0.93,37
U00926,U01282,2025-04-24,0.13,141
U01079,U01282,2025-06-13,0.55,55
U01114,U01283,2023-11-12,0.71,194
U00517,U01283,2023-07-12,0.93,168
U01283,U01493,2025-02-11,0.35,53
U01213,U01283,2025-03-13,0.47,89
U01283,U01347,2026-02-08,0.63,191
U00391,U01283,2024-03-31,0.99,36
U01283,U01376,2024-01-29,0.77,156
U01283,U01641,2023-05-14,0.55,178
U00074,U01284,2025-02-10,0.64,22
U00233,U01284,2023-09-12,0.56,31
U00073,U01284,2025-01-13,0.99,72
U00963,U01285,2026-03-21,0.46,85
U01233,U01285,2026-02-06,0.11,58
U00533,U01285,2023-06-28,0.77,62
U01285,U01460,2025-07-30,0.96,80
U01285,U01854,2025-04-27,0.14,154
U00496,U01285,2023-08-24,0.96,29
U01143,U01286,2026-01-19,0.48,123
U01102,U01286,2024-08-29,0.89,7
U01131,U01286,2026-04-16,0.24,197
U00772,U01286,2025-11-07,0.84,42
U00017,U01287,2024-07-18,0.67,81
U00912,U01287,2024-08-08,0.12,29
U00899,U01287,2025-03-27,0.24,37
U00821,U01287,2023-06-14,0.94,129
U01287,U01643,2024-12-26,0.24,9
U01032,U01287,2024-12-09,0.69,105
U01287,U01910,2024-04-26,0.3,151
U00711,U01288,2026-04-26,0.79,7
U00081,U01288,2024-01-03,0.33,143
U01288,U01743,2026-03-27,0.39,182
U00002,U01288,2024-09-19,0.21,143
U00605,U01288,2024-09-09,0.86,144
U01288,U02019,2025-01-26,0.66,18
U01288,U01802,2025-08-29,0.99,147
U01009,U01289,2024-02-18,0.75,15
U01289,U02043,2026-02-18,0.87,9
U01137,U01290,2024-07-08,0.16,194
U00702,U01290,2025-09-12,0.67,148
U01290,U01357,2026-03-03,0.8,18
U00025,U01290,2024-04-15,0.39,70
U00611,U01290,2026-01-02,0.26,146
U00934,U01290,2025-10-29,0.31,59
U00137,U01290,2026-04-15,0.32,97
U00790,U01291,2024-07-14,0.84,3
U00505,U01291,2023-07-06,0.93,143
U00840,U01291,2024-04-15,0.23,172
U00237,U01291,2026-03-30,0.36,64
U01291,U01351,2023-11-21,0.26,184
U00238,U01291,2023-10-28,0.87,188
U01292,U01902,2024-12-29,0.73,148
U00630,U01292,2024-04-18,0.57,177
U01292,U01453,2023-07-02,0.84,176
U01292,U01963,2023-10-13,0.14,12
U01292,U02076,2025-04-08,0.45,80
U01292,U01927,2024-05-05,0.47,184
U00127,U01292,2023-08-03,0.69,185
U01292,U01315,2023-06-03,0.92,192
U01293,U01879,2023-08-21,0.71,1
U01293,U02134,2023-09-08,0.18,193
